ID,Language_ID,English_Gloss,Form,Inflected_Forms,Comment,Source
tomo1244-1-0559,tomo1244-1,female initiation rites,magoeŋa,,,BarlowKillian2023
tomo1244-1-0560,tomo1244-1,loincloth for men (TP: malo),malo,,loan from Tok Pisin /malo/ 'loincloth'?; also /tama/,BarlowKillian2023
tomo1244-1-0561,tomo1244-1,toilet,mam,"ne=mam (sg), e=mam (pl); la-mam (prefix /la-/)","same as 'to chew'?; also /map/, /bale blik/",BarlowKillian2023
tomo1244-1-0562,tomo1244-1,"knowledge, wisdom; custom, tradition",mana,e=mana (pl); mana lo-n (3sg),cf. Ross (1980): <mana lon> 'his heart',BarlowKillian2023
tomo1244-1-0563,tomo1244-1,money,mani,"ra-mani ('paper money') (prefix /ra-/), buŋ-mani ('coin money') (prefix /buŋ-/)",loan from Tok Pisin /mani/ 'money',BarlowKillian2023
tomo1244-1-0564,tomo1244-1,toilet,map,ne=map (sg),"also /mam/, /bale blik/",BarlowKillian2023
tomo1244-1-0565,tomo1244-1,string,minmin,,reduplication,BarlowKillian2023
tomo1244-1-0566,tomo1244-1,strap put around legs to help in climbing palms,mpa,"ne=mpa (sg), e=mpa (pl)",reanalyzed singular /m=/?,BarlowKillian2023
tomo1244-1-0567,tomo1244-1,dream,mulmulieŋ,,reduplication; cf. /ʝamleŋ/ 'to dream',BarlowKillian2023
tomo1244-1-0568,tomo1244-1,grave,nak,da-nak (prefix /da-/),,BarlowKillian2023
tomo1244-1-0569,tomo1244-1,"trash, garbage; dirty",nek,"ne=nek (sg), e=nek (pl); buŋ-nek (prefix /buŋ-/)",same as 'plant sp.'?,BarlowKillian2023
tomo1244-1-0570,tomo1244-1,problem,nemamsie,,nominalization of /mamsie/ 'heavy',BarlowKillian2023
tomo1244-1-0571,tomo1244-1,"worry, problem, concern",nerpek,ne=rpek (sg),nominalization of /rpek/ 'to cry',BarlowKillian2023
tomo1244-1-0572,tomo1244-1,mourning house (TP: haus krai),nerpek bale,ne=rpek bale (sg),literally 'singular-cry house'?,BarlowKillian2023
tomo1244-1-0573,tomo1244-1,"spear, arrow",nodie,"e=hodie (pl); ka-hodie (prefix /ka-/), la-hodie (prefix /la-/)",from *n-hodie?; cf. /hodie/ 'spears',BarlowKillian2023
tomo1244-1-0574,tomo1244-1,fever,norban,,cf. Grace (1955a): <nɔrban> 'sweat (N.)'; cf. /ban/ 'beam (of sunlight)'; cf. /loban/ 'pain',BarlowKillian2023
tomo1244-1-0575,tomo1244-1,Jew's harp,noβek,e=noβek (pl),"also /loheriuriu/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0576,tomo1244-1,"digging stick, hoe",nua,"ne=nua (sg), e=nua (pl); ka-nua (prefix /ka-/)",reanalyzed singular /n=/?,BarlowKillian2023
tomo1244-1-0577,tomo1244-1,broom,ŋamakal,,"also /meraŋge/ or /meraŋhe/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0578,tomo1244-1,fan,ŋambae,,or can this be abbreviated to just /ŋam/?,BarlowKillian2023
tomo1244-1-0579,tomo1244-1,"string bag, net bag (TP: bilum); marsupial pouch",ŋgol,"ne=ŋgol (sg), e=ŋgol (pl); bu-ŋgol (prefix /buŋ-/)",reanalyzed singular /ŋ=/?,BarlowKillian2023
tomo1244-1-0580,tomo1244-1,flute (made of bamboo),ŋoesoŋ,"ka-ŋoesoŋ (prefix /ka-/), la-ŋoesoŋ (prefix /la-/); e=la-ŋoesoŋ (pl)",cf. /soŋ/ 'garamut drum',BarlowKillian2023
tomo1244-1-0581,tomo1244-1,"stove, hearth",ŋom a niu,,"literally 'eye of fire'; also /βaker niu/, /βaso niu/",BarlowKillian2023
tomo1244-1-0582,tomo1244-1,basket,ŋorat,"e=ŋorat (pl); la-ŋorat (prefix /la-/), e=laŋorat (pl)","also /larat/, /ral/",BarlowKillian2023
tomo1244-1-0583,tomo1244-1,"lie, untruth, falsehood",ŋuk,e=ŋuk (pl),,BarlowKillian2023
tomo1244-1-0584,tomo1244-1,strap of string bag,otβie,otβie-n (3sg),or is this /otβi e-/?; initial /o-/ is unexpected; is [o] from /au/?; is [βi] from /u/?,BarlowKillian2023
tomo1244-1-0585,tomo1244-1,fishing net; basket trap for catching fish,paŋo,ne=paŋo (sg),,BarlowKillian2023
tomo1244-1-0586,tomo1244-1,paddle,parae,la-parae (prefix /la-/); e=la-parae (pl); ka-parae (prefix /ka-/),"also /buroŋal/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0587,tomo1244-1,spoon,parages,,,BarlowKillian2023
tomo1244-1-0588,tomo1244-1,axe,pemu,"buŋ-pemu (prefix /buŋ-/), ka-pemu (prefix /ka-/)",loan from Kol? (cf. Lindrud 1980: 180: <ˈpɛmu> ‘axe’),BarlowKillian2023
tomo1244-1-0589,tomo1244-1,fire tongs,piŋa,e=piŋa (pl); ka-piŋa (prefix /ka-/),,BarlowKillian2023
tomo1244-1-0590,tomo1244-1,cloth (TP: laplap),piŋhe,ka-piŋhe (prefix /ka-/),,BarlowKillian2023
tomo1244-1-0591,tomo1244-1,floor (usually made from flattened arecoid palms),plo,,pronounced as [plou]; loan from Tok Pisin /plua/ 'floor'?,BarlowKillian2023
tomo1244-1-0592,tomo1244-1,cemetery (TP: matmat),plop,ne=plop (sg); buŋ-plop (prefix /buŋ-/),,BarlowKillian2023
tomo1244-1-0593,tomo1244-1,adze; seashell used to smooth wood,praŋpa,,,BarlowKillian2023
tomo1244-1-0594,tomo1244-1,rack above the hearth to smoke or store food; bed,pso,,,BarlowKillian2023
tomo1244-1-0595,tomo1244-1,circumcision (performed for boys' initiation rites),pu dukum,,literally 'moon boy'?,BarlowKillian2023
tomo1244-1-0596,tomo1244-1,chair,pudun,,from /puk/ 'piece' with /dun/ 'to sit'?,BarlowKillian2023
tomo1244-1-0597,tomo1244-1,behavior,puha,,,BarlowKillian2023
tomo1244-1-0598,tomo1244-1,cigar,pula,,,BarlowKillian2023
tomo1244-1-0599,tomo1244-1,"magic (TP: puripuri, malira)",puler,,also /ler/,BarlowKillian2023
tomo1244-1-0600,tomo1244-1,panpines (made of bamboo),pumpe,ka-pumpe (prefix /ka-/),"also /hume/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0601,tomo1244-1,door,putarmar,,from /puk/ 'piece' with /tarmar/ 'hole'?,BarlowKillian2023
tomo1244-1-0602,tomo1244-1,"talk, speech, story (TP: toktok); language (TP: tokples)",putor,,from /puk/ 'piece' with /utor/ 'to talk'?,BarlowKillian2023
tomo1244-1-0603,tomo1244-1,Tomoip language,putor tomoeβe,,literally 'talk Tomoip'?; final element /-(β)e/?,BarlowKillian2023
tomo1244-1-0604,tomo1244-1,ladder,radel,ne=radel (sg),same as 'to walk'?,BarlowKillian2023
tomo1244-1-0605,tomo1244-1,basket,ral,,"also /ŋorat/, /lorat/",BarlowKillian2023
tomo1244-1-0606,tomo1244-1,sleeping mat,ratameneŋ,,prefix /ra-/?; cf. /rat/ 'basket',BarlowKillian2023
tomo1244-1-0607,tomo1244-1,handle of a knife,rein,,"or is this /rei-/ (i.e., with 3sg suffix); cf. /in/ 'sharp'",BarlowKillian2023
tomo1244-1-0608,tomo1244-1,spirit house (TP: haus tambaran),roper bale,,literally 'spirit house',BarlowKillian2023
tomo1244-1-0609,tomo1244-1,double canoe,roperek,,"cf. /ro-/, dual marker",BarlowKillian2023
tomo1244-1-0610,tomo1244-1,string used to tie women's grass skirts,rot,,,BarlowKillian2023
tomo1244-1-0611,tomo1244-1,"path, trail, road",sal,"n=sal (sg), e=sal (pl); ka-sal ('narrow path') (prefix /ka-/), kur-sal ('small path') (prefix /kur-/)",,BarlowKillian2023
tomo1244-1-0612,tomo1244-1,mourning house (TP: haus krai),selie,e=selie (pl),,BarlowKillian2023
tomo1244-1-0613,tomo1244-1,decorations (TP: bilas),sereŋ,"ne=sereŋ (sg), e=sereŋ (pl)",,BarlowKillian2023
tomo1244-1-0614,tomo1244-1,comb,sikeri,la-sikeri (prefix /la-/),,BarlowKillian2023
tomo1244-1-0615,tomo1244-1,"outrigger, float",siβlo,e=siβlo (pl),"Simon Mangil: <sivlo>; also /sakolo/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0616,tomo1244-1,drum type (slit drum; TP: garamut),soŋ,la-soŋ (prefix /la-/),"same as 'to sew'; also /norom/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0617,tomo1244-1,handle of a sling,tal,,,BarlowKillian2023
tomo1244-1-0618,tomo1244-1,sling type (short sling),talkuli,e=talkuli (pl),from /tal/ 'handle' with /kuli/ 'cradle' (the two parts of the sling),BarlowKillian2023
tomo1244-1-0619,tomo1244-1,loincloth for men (TP: malo),tama,ka-tama (prefix /ka-/),also /malo/,BarlowKillian2023
tomo1244-1-0620,tomo1244-1,post of a house,tek,"n=tek (sg), e=tek (pl); ka-tek (prefix /ka-/), la-tek ('split piece of a post') (prefix /la-/)",same as 'excrement'?,BarlowKillian2023
tomo1244-1-0621,tomo1244-1,sling type (long sling),telβa,,,BarlowKillian2023
tomo1244-1-0622,tomo1244-1,poison,toblik,,cf. /blik/ 'bad'?,BarlowKillian2023
tomo1244-1-0623,tomo1244-1,adze; tool to dig out canoes,tokitok,,,BarlowKillian2023
tomo1244-1-0624,tomo1244-1,handle of an axe,tolo,,related to /tolo-/ 'collarbone'?,BarlowKillian2023
tomo1244-1-0625,tomo1244-1,salt (made from ashes),toŋke,,also /ke/,BarlowKillian2023
tomo1244-1-0626,tomo1244-1,"smell, odor",tu,,from /u/ 'smelly',BarlowKillian2023
tomo1244-1-0627,tomo1244-1,torch,tultul,,reduplication; from /tul/ 'to hit (with a stick)',BarlowKillian2023
tomo1244-1-0628,tomo1244-1,work,tumka,,,BarlowKillian2023
tomo1244-1-0629,tomo1244-1,fishing hook,tunil,,,BarlowKillian2023
tomo1244-1-0630,tomo1244-1,"stove, hearth",βaker niu,,"compound?; 'bottom-anger fire'?; also /ŋom a niu/, /βaso niu/",BarlowKillian2023
tomo1244-1-0631,tomo1244-1,"stove, hearth",βaso niu,,"compound?; 'bottom-see fire'?; also /ŋom a niu/, /βaker niu/",BarlowKillian2023
tomo1244-1-0632,tomo1244-1,village,βatono,ne=βatono (sg),,BarlowKillian2023
tomo1244-1-0633,tomo1244-1,male initiation rites,βauri dukum,,literally 'washing child'?,BarlowKillian2023
tomo1244-1-0634,tomo1244-1,food,βedi,"ne=βedi (sg), e=βedi (pl); buŋ-βedi (prefix /buŋ-/)",,BarlowKillian2023
tomo1244-1-0635,tomo1244-1,knife,βiso,e=βiso (pl),pronounced [viso]; areal term?,BarlowKillian2023
tomo1244-1-0636,tomo1244-1,tattoo,βoŋβoŋ,"ne=βoŋβoŋ (sg), e=βoŋβoŋ (pl)",reduplication,BarlowKillian2023
tomo1244-1-0637,tomo1244-1,to vomit; vomitus,boro,,noun and verb,BarlowKillian2023
tomo1244-1-0638,tomo1244-1,to fall (of rain),bu,,same as 'areca nut'?,BarlowKillian2023
tomo1244-1-0639,tomo1244-1,to stand,deltu,,,BarlowKillian2023
tomo1244-1-0640,tomo1244-1,to sit,dun,,,BarlowKillian2023
tomo1244-1-0641,tomo1244-1,"to stay, to be at, to be located at, to live",go,,abbreviated form of /goa/,BarlowKillian2023
tomo1244-1-0642,tomo1244-1,"to stay, to be at, to be located at, to live",goa,,,BarlowKillian2023
tomo1244-1-0643,tomo1244-1,to be happy,gole,,same as 'ball'?,BarlowKillian2023
tomo1244-1-0644,tomo1244-1,to be inside (something),gosi,,"cf. /go/ 'to be'; cf. /si/ 'in, inside'",BarlowKillian2023
tomo1244-1-0645,tomo1244-1,to bite,ha,ha-sie (verbal suffix /-sie/),same as 'sun'?,BarlowKillian2023
tomo1244-1-0646,tomo1244-1,to break (ground),habur,"ha~habur 'to crush, to grind' (reduplication), ha~habur-ie (verbal suffix /-ie/)","prenasalized once as [hambur]; cf. Grace (1955a): <bur> 'split', 'hatch'; is this a compound of /ha/ 'to bite' and /bur/ 'to split'?",BarlowKillian2023
tomo1244-1-0647,tomo1244-1,to swim (of people),haha,,reduplication; related to /ha/ 'to bite'?,BarlowKillian2023
tomo1244-1-0648,tomo1244-1,"to crush, to grind",hahabur,ha~habur-ie (verbal suffix /-ie/),reduplication; from /habur/ 'to break'; calque from Tok Pisin /brukbrukim/ 'to break in pieces'?,BarlowKillian2023
tomo1244-1-0649,tomo1244-1,"to squeeze (e.g., wet clothing)",hamer,,"cf. /ham/ 'to braid', based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0650,tomo1244-1,to kill,him,hi-bi (verbal suffix /-bi/?),"also /manmade/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0651,tomo1244-1,to urinate,hormim,,,BarlowKillian2023
tomo1244-1-0652,tomo1244-1,to eat; to burn (intransitive),in,in-ie (verbal suffix /-ie/),same as 'sharp'?,BarlowKillian2023
tomo1244-1-0653,tomo1244-1,to dream,ʝamleŋ,,,BarlowKillian2023
tomo1244-1-0654,tomo1244-1,to choose,kae,,or is this /ka/ with a suffix /-e/?,BarlowKillian2023
tomo1244-1-0655,tomo1244-1,to steal; the evening star,kaerarik,,"Simon: <kairek>; literally, 'to choose light[ly]?; there is a story that, as the first start to appear, it attempts to steal all the other stars' ""firewood"", i.e., brightness; also /luaŋ/",BarlowKillian2023
tomo1244-1-0656,tomo1244-1,to be sick,kaka,,same as 'mother's brother'?; reduplication,BarlowKillian2023
tomo1244-1-0657,tomo1244-1,to fry,kare,,,BarlowKillian2023
tomo1244-1-0658,tomo1244-1,to be pregnant,karik,,,BarlowKillian2023
tomo1244-1-0659,tomo1244-1,"to scratch (an itch); to scrape, to grind (a coconut)",kariŋ,,same as 'forest'?; cf. Grace (1955a): <kariŋ> 'rub (+ wipe ?)',BarlowKillian2023
tomo1244-1-0660,tomo1244-1,"to cough; cough, phlegm",karkuan,,noun and verb; verbal suffix /-n/?,BarlowKillian2023
tomo1244-1-0661,tomo1244-1,to pull,kil,,"also /laβsini/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0662,tomo1244-1,to be ashamed,kile,,,BarlowKillian2023
tomo1244-1-0663,tomo1244-1,"to find; to look for, to seek; to hunt",kolo,kolo-n (verbal suffix /-n/); kol~kolo-n 'to want' (reduplication) [from Grace (1955a): <takolkolon> 'want'],,BarlowKillian2023
tomo1244-1-0664,tomo1244-1,to cut,kombua,kombua-n (verbal suffix /-n/),"also /nerie/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0665,tomo1244-1,"to shoot, to stab",kon,konkon 'to stab repeatedly' (reduplication),the object of the verb is the target; verbal suffix /-n/?,BarlowKillian2023
tomo1244-1-0666,tomo1244-1,to open,konene,,"also /βaβtal/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0667,tomo1244-1,to stab repeatedly,konkon,,"reduplication of /kon/ 'to shoot, to stab'",BarlowKillian2023
tomo1244-1-0668,tomo1244-1,to smell (transitive),koru,,"also /loŋe/, based on Grace (1955a); Ross (1980)",BarlowKillian2023
tomo1244-1-0669,tomo1244-1,"to fear, to be afraid",kuam,,,BarlowKillian2023
tomo1244-1-0670,tomo1244-1,to flow; to run,lakap,,,BarlowKillian2023
tomo1244-1-0671,tomo1244-1,"to swell (e.g., skin)",laŋ,,,BarlowKillian2023
tomo1244-1-0672,tomo1244-1,"to hit, to beat",lap,lap-rie [laβrie] (verbal suffix /-rie/),pronounced [laβ] with lsg (laβʝo) or 3sg (laβrie) object,BarlowKillian2023
tomo1244-1-0673,tomo1244-1,to peel,lapel,,also /topel/; cf. /pel/ 'skin',BarlowKillian2023
tomo1244-1-0674,tomo1244-1,to lie down,leler,,reduplication; from /ler/ 'to sleep'?,BarlowKillian2023
tomo1244-1-0675,tomo1244-1,to sleep,ler,leler 'to lie down' (reduplication),same as 'magic'?,BarlowKillian2023
tomo1244-1-0676,tomo1244-1,to dig (a hole),lil,,,BarlowKillian2023
tomo1244-1-0677,tomo1244-1,"to fall, to topple",lko,,probably never occurs unprefixed,BarlowKillian2023
tomo1244-1-0678,tomo1244-1,"to spit; saliva, spittle",lodi,,noun and verb,BarlowKillian2023
tomo1244-1-0679,tomo1244-1,to steal,luaŋ,,also /kaerarik/,BarlowKillian2023
tomo1244-1-0680,tomo1244-1,"to catch, to hold",luŋ,luŋ-mo (verbal suffix /-mo/?; version of perfective marker (?) /ma/?),"related to /luŋa/ 'to climb, to ascend'?",BarlowKillian2023
tomo1244-1-0681,tomo1244-1,"to climb, to ascend",luŋa,,"related to /luŋ/ 'to catch, to hold'?",BarlowKillian2023
tomo1244-1-0682,tomo1244-1,to be dead,made,,literally 'to kill'?,BarlowKillian2023
tomo1244-1-0683,tomo1244-1,"to itch; itch; scabies, rash (TP: kaskas)",makar,e=makar (pl),noun and verb; cf. /ker/ 'angry',BarlowKillian2023
tomo1244-1-0684,tomo1244-1,to chew (betel nut),mam,,same as 'toilet'?,BarlowKillian2023
tomo1244-1-0685,tomo1244-1,to yawn,mama,,reduplication?; from /mam/ 'to chew'?,BarlowKillian2023
tomo1244-1-0686,tomo1244-1,to float,manmana,,reduplication?,BarlowKillian2023
tomo1244-1-0687,tomo1244-1,"to grow; to climb; sprout, shoot",mar,e=mar (pl); mar e=n (3sg); marmar (reduplication),"cf. Grace (1955a): <mar> 'a plant'; is it underlyingly /mar/ or /mare/?; usually possessed; noun and verb; as verb, can be reduplicated: /marmar/",BarlowKillian2023
tomo1244-1-0688,tomo1244-1,to die,mer,,,BarlowKillian2023
tomo1244-1-0689,tomo1244-1,"to burn (transitive); to cook, to grill, to roast",mom,,,BarlowKillian2023
tomo1244-1-0690,tomo1244-1,to be thirsty,mrek,,"contains prefix /me-/?; but connection to /rek/ 'small', if any, is unclear",BarlowKillian2023
tomo1244-1-0691,tomo1244-1,to turn; to say,muŋ,muŋ-sie (verbal suffix /-sie/),"same as 'far, distant'?",BarlowKillian2023
tomo1244-1-0692,tomo1244-1,"to go, to come",n,,"always occurs with a directional word immediately following?; or, perhaps is also used before other verbs in serial verb constructions?",BarlowKillian2023
tomo1244-1-0693,tomo1244-1,to give,na,"na-ni (verbal suffix /-ni/) [from Grace (1955a): <naniʔ> 'give, push']",same as 'that (medial)'?,BarlowKillian2023
tomo1244-1-0694,tomo1244-1,to sell,nae,,derived from /na/ 'give'?; cf. /tomae/ 'to buy',BarlowKillian2023
tomo1244-1-0695,tomo1244-1,to break (a stick),nebua,nebua-n (verbal suffix /-n/),"also /plan/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0696,tomo1244-1,to rain,ner bu,,literally 'rain fall',BarlowKillian2023
tomo1244-1-0697,tomo1244-1,to yawn,ŋa,,same as 'that (distal)'?; cf. /ŋala/ 'breath',BarlowKillian2023
tomo1244-1-0698,tomo1244-1,to breathe; breath,ŋala,,noun and verb,BarlowKillian2023
tomo1244-1-0699,tomo1244-1,to chew,ŋaŋ,ŋaŋ-sie (verbal suffix /-sie/) [from Ross (1980): <ŋaŋsie> '(he) chews (betelnut)'],,BarlowKillian2023
tomo1244-1-0700,tomo1244-1,to laugh,ŋiŋ,,,BarlowKillian2023
tomo1244-1-0701,tomo1244-1,to snore; snore,ŋoro,,noun and verb,BarlowKillian2023
tomo1244-1-0702,tomo1244-1,to hunt; to catch,pa,,,BarlowKillian2023
tomo1244-1-0703,tomo1244-1,to come,pi,,,BarlowKillian2023
tomo1244-1-0704,tomo1244-1,to blow,pip,,"also /pidi/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0705,tomo1244-1,to be healthy,pirias,,,BarlowKillian2023
tomo1244-1-0706,tomo1244-1,to finish,pisarie,,"verbal suffix /-rie/?; cf. /pisa/ 'some, multiple'; also /tim/",BarlowKillian2023
tomo1244-1-0707,tomo1244-1,to put,po,,"also /ropiagon/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0708,tomo1244-1,"to be sated, to be full",poeleŋ,,,BarlowKillian2023
tomo1244-1-0709,tomo1244-1,to go; to rise (of the sun),pu,,same as 'woman'?; cf. Ross (1980): <tipu> '(sun) rises',BarlowKillian2023
tomo1244-1-0710,tomo1244-1,"to flatulate, to fart",psi,,same as 'penis'?,BarlowKillian2023
tomo1244-1-0711,tomo1244-1,to hide (intransitive); secret,ra,e=ra (pl),same as 'leaf'?; noun and verb,BarlowKillian2023
tomo1244-1-0712,tomo1244-1,to walk,radel,,same as 'ladder'?,BarlowKillian2023
tomo1244-1-0713,tomo1244-1,"to squeeze (e.g., grated coconut)",raŋ,raŋ-sie (verbal suffix /-sie/),cf. Grace (1955a): <raŋsi> 'to twist',BarlowKillian2023
tomo1244-1-0714,tomo1244-1,"to tie, to tie up, to fasten",rar,rar-ie (verbal suffix /-ie/) [from Ross (1980): <rarie> '(he) ties (a knot)'],object can be either rope or that with which rope is fastened,BarlowKillian2023
tomo1244-1-0715,tomo1244-1,to fly,rbe,,probably never occurs unprefixed,BarlowKillian2023
tomo1244-1-0716,tomo1244-1,to feel,ri,ri ŋom a-ʝo (1sg),"part of 'to know', with 'eye'; perhaps does not occur alone; /ŋom/ means 'eye'; the meaning of /ri/ is uncertain",BarlowKillian2023
tomo1244-1-0717,tomo1244-1,to know,ri ŋom,"ri ŋom a-ʝo (1sg), ri ŋom to-m (2sg), ri ŋom ta-n (3sg)","the meaning of /ri/ is uncertain; /ŋom/ means 'eye'; also /ro ŋom/, /ru ŋom/",BarlowKillian2023
tomo1244-1-0718,tomo1244-1,to dance,rie,,,BarlowKillian2023
tomo1244-1-0719,tomo1244-1,"to be tired, to be sleepy",rireŋ,,,BarlowKillian2023
tomo1244-1-0720,tomo1244-1,"to carry; to get, to take; to bear (a child); to work",ro,ro-ie (verbal suffix /-ie/) [from Ross (1980): <roie> '(he) carries (a coconut)'],,BarlowKillian2023
tomo1244-1-0721,tomo1244-1,"to throw, to pelt",robel,,the object of the verb is the target; the preposition /wa/ can follow to take the instrument as an object,BarlowKillian2023
tomo1244-1-0722,tomo1244-1,to jump,rokuk,,,BarlowKillian2023
tomo1244-1-0723,tomo1244-1,to cry,rpek,,"probably never occurs unprefixed; cf. /nerpek/ 'worry, problem'; /nerpek bale/ 'mourning house'",BarlowKillian2023
tomo1244-1-0724,tomo1244-1,to fight,rβio,,probably never occurs unprefixed,BarlowKillian2023
tomo1244-1-0725,tomo1244-1,to sing,sil,,,BarlowKillian2023
tomo1244-1-0726,tomo1244-1,"to cut, to split, to slice, to slice open, to tear",siŋ,siŋ-rie (verbal suffix /-rie/) [from Ross (1980): <siŋri> '(he) tears (paper)']; siŋsiŋ 'to slice up (reduplication),,BarlowKillian2023
tomo1244-1-0727,tomo1244-1,to slice up,siŋsiŋ,,"reduplication of /siŋ/ 'to cut, to split, to slice'",BarlowKillian2023
tomo1244-1-0728,tomo1244-1,"to rub, to wipe",sir,,same as 'straight'?,BarlowKillian2023
tomo1244-1-0729,tomo1244-1,to see,so,so-ni (verbal suffix /-ni/),,BarlowKillian2023
tomo1244-1-0730,tomo1244-1,"to sew, to weave",soŋ,soŋ-rie (verbal suffix /-rie/) [from Ross (1980): <tisoŋrie> '(she) weaves (a mat)'],same as 'drum type (slit drum)'?,BarlowKillian2023
tomo1244-1-0731,tomo1244-1,to finish,tim,tim-sie (verbal suffix /-sie/),also /pisarie/,BarlowKillian2023
tomo1244-1-0732,tomo1244-1,"to go in, to go under; to set (of the sun)",tio,,,BarlowKillian2023
tomo1244-1-0733,tomo1244-1,"to suck; to suckle, to nurse (intransitive)",titi,,reduplication; from /ti/ 'breast',BarlowKillian2023
tomo1244-1-0734,tomo1244-1,"to make, to build, to do",to,to-ni (verbal suffix /-ni/) [from Grace (1955a): <tɔni> 'do'; <toni> ~ <tɔni> 'sew'; <tɔni> 'to plait'],,BarlowKillian2023
tomo1244-1-0735,tomo1244-1,to buy,tomae,,,BarlowKillian2023
tomo1244-1-0736,tomo1244-1,to bake in an earth oven (TP: mumuim),toŋhum,,literally 'do/make the earth oven'?,BarlowKillian2023
tomo1244-1-0737,tomo1244-1,to peel,topel,,also /lapel/; cf. /pel/ 'skin',BarlowKillian2023
tomo1244-1-0738,tomo1244-1,to hit (with a stick); burn (?),tul,tul-mo lo 'to burn (transitive)'? (verbal suffix /-mo/?; coordinator /mo/ 'and'?); tul-ie [from Grace (1955a): <tuli̯e> 'hit'] (verbal suffix /-ie/),,BarlowKillian2023
tomo1244-1-0739,tomo1244-1,to swim (of fish),tum,,same as 'thick'?,BarlowKillian2023
tomo1244-1-0740,tomo1244-1,"to fall, to drop",tur,,,BarlowKillian2023
tomo1244-1-0741,tomo1244-1,"to beat, to pound, to mash",tutoro,tutoro-n (verbal suffix /-n/),,BarlowKillian2023
tomo1244-1-0742,tomo1244-1,to close,une,,,BarlowKillian2023
tomo1244-1-0743,tomo1244-1,to drink,unun,,fossilized verbal suffix /-n/?; or reduplication of *un?,BarlowKillian2023
tomo1244-1-0744,tomo1244-1,to be hungry,utol,,,BarlowKillian2023
tomo1244-1-0745,tomo1244-1,to talk; to speak,utor,,,BarlowKillian2023
tomo1244-1-0746,tomo1244-1,to plant,βa,βa-rie (verbal suffix /-rie/) [from Ross (1980): <ti warie> '(he) buries (dead man)'],same as 'bottom'?,BarlowKillian2023
tomo1244-1-0747,tomo1244-1,to count,βaho,,causative prefix /βa-/?,BarlowKillian2023
tomo1244-1-0748,tomo1244-1,to be strong,βaileŋ,,"causative prefix /βa-/ with /ileŋ/ 'muscle, strength', i.e., 'to make muscle'",BarlowKillian2023
tomo1244-1-0749,tomo1244-1,to listen (?),βaloŋ,βa-loŋ lo (+ object); βa-loŋ-mo-rie-n (verbal suffix /-mo/?; verbal suffix /-rie/?; verbal suffix /-n/?),"causative prefix /βa-/?; 'to make (oneself) hear'?; cf. /loŋ/ 'hear', based on Grace (1955a); Ross (1980)",BarlowKillian2023
tomo1244-1-0750,tomo1244-1,"to prohibit, to prevent",βamil,,"causative prefix /βa-/ with /mil/ 'return' [from Grace (1955a): <mil> 'return'], i.e., 'to make return'",BarlowKillian2023
tomo1244-1-0751,tomo1244-1,"to live, to be alive",βaneban,,"causative prefix /βa-/?; with /ne=ban/ 'the light', i.e., 'to cause the light'?",BarlowKillian2023
tomo1244-1-0752,tomo1244-1,to think,βanon,,causative prefix /βa-/?; verbal suffix /-n/?,BarlowKillian2023
tomo1244-1-0753,tomo1244-1,to stink,βanori,,causative prefix /βa-/?,BarlowKillian2023
tomo1244-1-0754,tomo1244-1,"to play, to make laugh",βaŋiŋ,,"causative prefix /βa-/ with /ŋiŋ/ 'to laugh', i.e., 'to make laugh'",BarlowKillian2023
tomo1244-1-0755,tomo1244-1,to push,βasuku,,causative prefix /βa-/ with /suku/ 'wide'?,BarlowKillian2023
tomo1244-1-0756,tomo1244-1,"to breastfeed, to suckle, to nurse (transitive)",βatiti,βa-ti~ti-ni (verbal suffix /-ni/),causative prefix /βa-/ with reduplicated /ti/ 'breast',BarlowKillian2023
tomo1244-1-0757,tomo1244-1,"to wash, to clean",βauri,,causative prefix /βa-/ with /βiri/ 'to bathe' (< *uri),BarlowKillian2023
tomo1244-1-0758,tomo1244-1,to hide (transitive),βin,,,BarlowKillian2023
tomo1244-1-0759,tomo1244-1,to bathe (intransitive),βiri,,"from *uri?; cf. /βauri/ 'to wash, to clean'",BarlowKillian2023
tomo1244-1-0760,tomo1244-1,to boil; to squeeze,βitir,,Simon: <vitir>,BarlowKillian2023
tomo1244-1-0761,tomo1244-1,to look (for),βua,,"Simon: <vua>; occurs with preposition /ge/ 'for' (?), i.e., 'look for, seek'",BarlowKillian2023
tomo1244-1-0762,tomo1244-1,"bitter, salty",bek,me-bek (prefix /me-/),,BarlowKillian2023
tomo1244-1-0763,tomo1244-1,white,bir,me-bir (prefix /me-/),,BarlowKillian2023
